[0]
史,先生,種,香蕉,好叻,，,仲,識,整,最,好食,嘅,香蕉,小食,。
si2,sin1-saang1,zung2,hoeng1-ziu1,hou2-lek1,#,zung6,sik1,zing2,zeoi3,hou2-sik6,ge3,hoeng1-ziu1,siu2-sik6,#
Si,Mr.,plants,banana,good at,#,and,know,to make,the most,tasty,of,banana,snacks,#
[1]
不過,佢,嬲,個樣,都係,最,得人驚,嘅,，
bat1-gwo3,keoi5,nau1,go3-joeng2,dou1-hai6,zeoi3,dak1-jan4-geng1,ge3,#
however,his,angry,the face,also,most,scary,'s,#
[2]
佢,嬲,嘅,時候,，,樣,好得人驚,，,面,好,紅,，,眼,好,大,。
keoi5,nau1,ge3,si4-hau6,#,joeng2,hou2-dak1-jan4-ging1,#,min6,hou2,hung4,#,ngaan5,hou2,daai6,#
he,angry,'s,that time,#,face,look horrify,#,face,very,red,#,eye,very,big,#
[3]
佢,一嬲,，,人人,都,走晒,。
keoi5,jat1-nau1,#,jan4-jan4,dou1,zau2-saai3,#
he,angry,#,everyone,all,gone,#
[4]
佢,老婆,、,仔女,、,朋友,都,怕咗佢,。,
keoi5,lou5-po4,#,zai2-neoi2,#,pang4-jau5,dou1,paa3-zo2-keoi5,#,
his,wife,#,children,#,friends,also,scare of him,#,#
[5]
啲,動物,雞飛狗走,。,佢,小小,事,都會,嬲,。
di1,dung6-mat6,gai1-fei1-gau2-zau2,#,keoi5,siu2-siu2,si6,dou1-wui5,nau1,#
some,animal,chicken fly dog run,#,he,little,things,also will,angry,#
[6]
啲,嘢,種得,唔 好,啦,，,頭髮,剪得,唔,靚,啦,，
di1,je5,zung2-dak1,m4-hou2,laa1,#,tau4-faat3,zin2-dak1,m4,leng3,laa1,#
those,things,plant,not good,(particle),#,hair,cut,not,beautiful,(particle),#
[7]
電視,有,問題,啦,，,咩嘢,都會,嬲,。
din6-si6,jau5,man6-tai4,laa1,#,me1-je5,dou1-wui5,nau1,#
television,have,problems,(particle),#,everything,also will,angry,#
[8]
有日,，,史,先生,唔開心,，,冇人,知,點解,。
jau5-jat6,#,si2,sin1-saang1,m4-hoi1-sam1,#,mou5-jan4,zi1,dim2-gaai2,#
oneday,#,Si,Mr.,unhappy,#,no one,know,why,#
[9]
但係,佢,見到,啲,香蕉,好,靚,。,佢,話,：,「,啲,香蕉,好,靚,，
daan6-hai6,keoi5,gin3-dou2,di1,hoeng1-ziu1,hou2,leng3,#,keoi5,waa6,#,#,di1,hoeng1-ziu1,hou2,leng3,#
but,he,sees,those,banana,very,nice,#,he,said,#,#,those,banana,very,nice,#
[10]
可以,整,好好食,嘅,小食,。,」,佢,開心,少少,。
ho2-ji5,zing2,hou2-hou2-sik6,ge3,siu2-sik6,#,#,keoi5,hoi1-sam1,siu2-siu2,#
can,make,tasty,of,snack,#,#,he,happy,a bit,#
[11]
呢個,時候,，,有,好多,馬騮,跳過,嚟,。
ni1-go3,si4-hau6,#,jau5,hou2-do1,maa5-lau1,tiu3-gwo3,lai4,#
at this,time,#,have,many,monkey,jump over,come,#
[12]
跳,到,史,先生,鍾意,嘅,香蕉,上面,。
tiu3,dou3,si2,sin1-saang1,zung1-ji3,ge3,hoeng1-ziu1,soeng6-min6,#
jump,to,Si,Mr.,favourite,'s,banana,above,#
[13]
史,先生,又,嬲,嘞,。,佢,好嬲,好嬲,。
si2,sin1-saang1,jau6,nau1,laak3,#,keoi5,hou2-nau1,hou2-nau1,#
Si,Mr.,again,angry,(particle),#,he,so angry,so angry,#
[14]
嬲,到,面,好,紅,，,腳,都,好,紅,。
nau1,dou3,min6,hou2,hung4,,goek3,dou1,hou2,hung4,#
angry,to,face,very,red,#,feet,also,very,red,#
[15]
馬騮,話,：,「,怕咗佢,，,我哋,走,啦,。,」
maa5-lau1,waa6,#,#,paa3-zo2-keoi5,#,ngo5-dei6,zau2,laa1,#,#
monkey,said,#,#,scared of him,#,Let us,leave,(particle),#,#
[16]
佢哋,一路,走,，,一路,將,啲,香蕉,皮,掉,落地,。
keoi5-dei6,jat1-lou6,zau2,#,jat1-lou6,zoeng1,di1,hoeng1-ziu1,pei4,diu6,lok6-dei6,#
they,on the way,to walk,#,on the way,to take,some,banana,skin,to fall,down the ground,#
[17]
史,先生,一路,追,，,一路,鬧,。
si2,sin1-saang1,jat1-lou6,zeoi1,#,jat1-lou6,naau6,#
Si,Mr.,on the way,chase,#,all the way,scold,#
[18]
點知,，,佢,踩到,香蕉,皮，,跌低,咗,。
dim2-zi1,#,keoi5,caai2-dou2,hoeng1-ziu1,pei4,dit3-dai1,zo2,#
